Row ID,Order ID,Order Date,Ship Date,Customer ID,Customer Name,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Order Month,Order Year,Discounted Order,Sales,Profit,Discount,Quantity,Processing Time,Profit Margin,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Order Cost Category_Low-Cost,Order Cost Category_Medium-Cost
11,CA-2014-115812,2014-06-09,2014-06-14,BH-11710,Brosina Hoffman,United States,Los Angeles,California,90032,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,6,2014,1,3.7915626292611404,0.6047784251595965,0.2121533166836726,2.3417663289957527,0.596187372336922,-0.1705064827290504,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,CA-2014-115812,2014-06-09,2014-06-14,BH-11710,Brosina Hoffman,United States,Los Angeles,California,90032,West,TEC-PH-10002033,Technology,Phones,Konftel 250 ConferenceÊphoneÊ- Charcoal black,6,2014,1,1.7783710954779215,0.43101454217372354,0.2121533166836726,0.09457366754129916,0.596187372336922,-0.11455566860776607,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,CA-2017-114412,2017-04-15,2017-04-20,AA-10480,Andrew Allen,United States,Concord,North Carolina,28027,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,4,2017,1,-0.4909453343291148,-0.2138564748279998,0.2121533166836726,-0.35486486474959156,0.596187372336922,0.5009032867263611,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14,CA-2016-161389,2016-12-05,2016-12-10,IM-15070,Irene Maddox,United States,Seattle,Washington,98103,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,12,2016,1,0.503096482638707,1.089434148197103,0.2121533166836726,-0.35486486474959156,0.596187372336922,0.44495247260507664,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,US-2015-118983,2015-11-22,2015-11-26,HP-14815,Harold Pawlan,United States,Fort Worth,Texas,76106,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",11,2015,1,-0.3560385011892654,-1.5392073742129215,3.11854373079798,0.5440121998321898,0.023934529546372672,-4.310866727704087,0.0,0.0,1.0,0.0,1.0,0.0,1.0
16,US-2015-118983,2015-11-22,2015-11-26,HP-14815,Harold Pawlan,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,11,2015,1,-0.5238956532574102,-0.3087642486737558,3.11854373079798,-0.35486486474959156,0.023934529546372672,-3.639456958248676,0.0,0.0,1.0,0.0,1.0,1.0,0.0
17,CA-2014-105893,2014-11-11,2014-11-18,PK-19075,Pete Kriz,United States,Madison,Wisconsin,53711,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",11,2014,0,1.1563882302465727,-0.13314304662998902,-0.7566434880210966,0.9934507321230805,1.7406930579180206,-0.23764745967459153,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,CA-2014-167164,2014-05-13,2014-05-15,AG-10270,Alejandro Grove,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,5,2014,0,-0.3897538106092848,-0.16725129661369578,-0.7566434880210966,-0.8043033970404823,-1.120571156034726,0.1204377507016279,0.0,1.0,0.0,0.0,0.0,0.0,1.0
19,CA-2014-143336,2014-08-27,2014-09-01,ZD-21925,Zuschuss Donatelli,United States,San Francisco,California,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8,2014,0,-0.5086566373692932,-0.24420498623314438,-0.7566434880210966,-0.8043033970404823,0.596187372336922,0.36662133283527865,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20,CA-2014-143336,2014-08-27,2014-09-01,ZD-21925,Zuschuss Donatelli,United States,San Francisco,California,94109,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,8,2014,1,0.010422341319691133,-0.10553541334891084,0.2121533166836726,-0.35486486474959156,0.596187372336922,-0.1145556686077661,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,CA-2014-143336,2014-08-27,2014-09-01,ZD-21925,Zuschuss Donatelli,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",8,2014,1,-0.4727882090156137,-0.19396307070239033,0.2121533166836726,0.09457366754129916,0.596187372336922,0.4449524726050768,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22,CA-2016-137330,2016-12-09,2016-12-13,KB-16585,Ken Black,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,12,2016,0,-0.48104605339647494,-0.21778841517351907,-0.7566434880210966,1.4428892644139713,0.023934529546372672,0.29948035588973754,0.0,0.0,1.0,1.0,0.0,0.0,1.0
23,CA-2016-137330,2016-12-09,2016-12-13,KB-16585,Ken Black,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",12,2016,0,-0.3774936980929141,-0.1088420972786932,-0.7566434880210966,1.4428892644139713,0.023934529546372672,0.29948035588973754,0.0,0.0,1.0,1.0,0.0,0.0,1.0
24,US-2017-156909,2017-07-16,2017-07-18,SF-20065,Sandra Flanagan,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",7,2017,1,-0.3495487474151039,-0.2801008545595481,0.6965517190360571,-0.8043033970404823,-1.120571156034726,-0.31438000475521,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25,CA-2015-106320,2015-09-25,2015-09-30,EB-13870,Emily Burns,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,9,2015,0,2.115792696274549,2.1930906477825896,-0.7566434880210966,-0.35486486474959156,0.596187372336922,0.23233937894419648,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,CA-2016-121755,2016-01-16,2016-01-20,EH-13945,Eric Hoffmann,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,1,2016,1,-0.5008344829373609,-0.22636980322687864,0.2121533166836726,-0.8043033970404823,0.023934529546372672,0.5288786937870034,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27,CA-2016-121755,2016-01-16,2016-01-20,EH-13945,Eric Hoffmann,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,ImationÊ8GB Mini TravelDrive USB 2.0ÊFlash Drive,1,2016,0,-0.3009186564875657,-0.14896408396916783,-0.7566434880210966,-0.35486486474959156,0.023934529546372672,0.008536122459059336,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28,US-2015-150630,2015-09-17,2015-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",9,2015,1,5.755993871748345,-3.542149194587498,1.665348523740826,1.4428892644139713,0.023934529546372672,-0.57032643969335,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,US-2015-150630,2015-09-17,2015-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9,2015,1,-0.505976637567161,-0.3419458891495509,2.634145328445595,-0.8043033970404823,0.023934529546372672,-1.923631991862625,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30,US-2015-150630,2015-09-17,2015-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",9,2015,1,-0.2157311391475767,-0.11051696446445401,0.2121533166836726,-0.35486486474959156,0.023934529546372672,-0.0026540403651975223,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,US-2015-150630,2015-09-17,2015-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,9,2015,1,-0.5220718348665452,-0.25835833146018555,0.2121533166836726,-0.8043033970404823,0.023934529546372672,0.472927879665719,0.0,0.0,1.0,0.0,0.0,1.0,0.0
32,US-2015-150630,2015-09-17,2015-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",9,2015,1,-0.3117247804534412,-0.17012952614712076,0.2121533166836726,0.9934507321230805,0.023934529546372672,-0.030629447425839704,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33,US-2015-150630,2015-09-17,2015-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",9,2015,1,-0.5129679413988104,-0.3282291984030079,2.634145328445595,0.9934507321230805,0.023934529546372672,-2.147435248347762,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34,US-2015-150630,2015-09-17,2015-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,9,2015,1,-0.49041845346064267,-0.23330297436793504,0.2121533166836726,-0.8043033970404823,0.023934529546372672,0.22114921611993954,0.0,0.0,1.0,0.0,0.0,1.0,0.0
35,CA-2017-107727,2017-10-19,2017-10-23,MA-17560,Matt Abelman,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,10,2017,1,-0.45568484543905685,-0.16769410115729966,0.2121533166836726,-0.35486486474959156,0.023934529546372672,0.472927879665719,0.0,1.0,0.0,0.0,1.0,0.0,1.0
36,CA-2016-117590,2016-12-08,2016-12-10,GH-14485,Gene Hale,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,12,2016,1,2.2498281495165404,0.9959685641496123,0.2121533166836726,1.4428892644139713,-1.120571156034726,-0.030629447425839704,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,CA-2016-117590,2016-12-08,2016-12-10,GH-14485,Gene Hale,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",12,2016,1,-0.046723968260747525,-1.786286159480758,2.1497469260932105,0.5440121998321898,-1.120571156034726,-2.016883348731432,0.0,0.0,0.0,1.0,0.0,0.0,1.0
38,CA-2015-117415,2015-12-27,2015-12-31,SN-20710,Steve Nguyen,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",12,2015,1,-0.24327079684963915,0.09335762748647988,0.2121533166836726,2.3417663289957527,0.023934529546372672,0.41697706554443464,0.0,0.0,1.0,0.0,1.0,0.0,1.0
39,CA-2015-117415,2015-12-27,2015-12-31,SN-20710,Steve Nguyen,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",12,2015,1,0.8182705387640985,-0.751162888112624,0.7934313995065341,-0.35486486474959156,0.023934529546372672,-0.47988157257615177,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40,CA-2015-117415,2015-12-27,2015-12-31,SN-20710,Steve Nguyen,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",12,2015,1,0.006820299997732641,-0.42490819042317923,0.6965517190360571,-0.35486486474959156,0.023934529546372672,-0.4422675798895741,0.0,0.0,1.0,0.0,1.0,0.0,0.0
41,CA-2015-117415,2015-12-27,2015-12-31,SN-20710,Steve Nguyen,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,12,2015,1,0.40985883356792746,0.15835764444966,0.2121533166836726,0.09457366754129916,0.023934529546372672,-0.030629447425839666,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42,CA-2017-120999,2017-09-10,2017-09-15,LC-16930,Linda Cazamias,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,9,2017,1,-0.15755133247898115,-0.09994500598591238,0.2121533166836726,0.09457366754129916,0.596187372336922,-0.030629447425839704,0.0,0.0,1.0,1.0,0.0,0.0,1.0
43,CA-2016-101343,2016-07-17,2016-07-22,RA-19885,Ruben Ausman,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",7,2016,0,-0.3330634556265625,-0.2297359377666819,-0.7566434880210966,-0.8043033970404823,0.596187372336922,-0.1705064827290504,0.0,0.0,1.0,1.0,0.0,0.0,1.0
44,CA-2017-139619,2017-09-19,2017-09-23,ES-14080,Erin Smith,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",9,2017,1,-0.28813672926491973,-0.17164244167110054,0.2121533166836726,-0.8043033970404823,0.023934529546372672,-0.05860485448648181,0.0,0.0,1.0,1.0,0.0,0.0,1.0
45,CA-2016-118255,2016-03-11,2016-03-13,ON-18715,Odella Nelson,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",3,2016,0,-0.4138687426662785,-0.06699091784502487,-0.7566434880210966,-0.8043033970404823,-1.120571156034726,0.679945891914471,0.0,0.0,0.0,1.0,0.0,0.0,1.0
46,CA-2016-118255,2016-03-11,2016-03-13,ON-18715,Odella Nelson,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,3,2016,0,-0.4861122155933223,-0.18553543422667093,-0.7566434880210966,-0.8043033970404823,-1.120571156034726,0.7694671945085256,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47,CA-2014-146703,2014-10-20,2014-10-25,PO-18865,Patrick O'Donnell,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",10,2014,0,0.006572058050087156,-0.18274535559775973,-0.7566434880210966,0.09457366754129916,0.596187372336922,-0.19288680837756408,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,CA-2016-169194,2016-06-20,2016-06-25,LH-16900,Lena Hernandez,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,ImationÊ8gb Micro Traveldrive Usb 2.0ÊFlash Drive,6,2016,0,-0.41635116214273366,-0.2189118267008103,-0.7566434880210966,-0.35486486474959156,0.596187372336922,-0.0362245288379681,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49,CA-2016-169194,2016-06-20,2016-06-25,LH-16900,Lena Hernandez,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",6,2016,0,-0.47511864362616346,-0.20708320532768923,-0.7566434880210966,-0.8043033970404823,0.596187372336922,0.344241007186765,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50,CA-2015-115742,2015-04-18,2015-04-22,DP-13000,Darren Powers,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",4,2015,0,-0.43352545199004633,-0.08552310800325959,-0.7566434880210966,0.9934507321230805,0.023934529546372672,0.7694671945085256,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51,CA-2015-115742,2015-04-18,2015-04-22,DP-13000,Darren Powers,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,4,2015,0,-0.3399027745923064,0.09253351903032833,-0.7566434880210966,0.9934507321230805,0.023934529546372672,0.7694671945085256,0.0,0.0,1.0,0.0,0.0,0.0,1.0
52,CA-2015-115742,2015-04-18,2015-04-22,DP-13000,Darren Powers,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,4,2015,0,-0.5147360320055101,-0.23934233633764293,-0.7566434880210966,-0.8043033970404823,0.023934529546372672,0.7918475201570394,0.0,0.0,1.0,0.0,0.0,1.0,0.0
53,CA-2015-115742,2015-04-18,2015-04-22,DP-13000,Darren Powers,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",4,2015,0,-0.3023878435246515,-0.09439252401206519,-0.7566434880210966,-1.253741929331373,0.023934529546372672,0.14281807635014163,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54,CA-2016-105816,2016-12-11,2016-12-17,JM-15265,Janet Molinari,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,12,2016,0,-0.4916849940098545,-0.20551903927782939,-0.7566434880210966,1.4428892644139713,1.1684402151274713,0.6351852406174434,0.0,0.0,1.0,1.0,0.0,1.0,0.0
55,CA-2016-105816,2016-12-11,2016-12-17,JM-15265,Janet Molinari,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,12,2016,0,2.078607065749689,2.7919079422284785,-0.7566434880210966,0.5440121998321898,1.1684402151274713,0.36662133283527865,0.0,0.0,1.0,1.0,0.0,0.0,0.0
56,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,6,2016,0,-0.002040417684553435,0.26479063655532703,-0.7566434880210966,0.9934507321230805,-1.6928239988252753,0.2771000302412239,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,6,2016,0,-0.44826798398287226,-0.11024021162470163,-0.7566434880210966,0.5440121998321898,-1.6928239988252753,0.7918475201570394,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,6,2016,1,0.2787516220757137,-0.19689460078273055,-0.272245085668712,0.5440121998321898,-1.6928239988252753,-0.23267405397492183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",6,2016,0,-0.49345815077875105,-0.19801391226795134,-0.7566434880210966,-0.8043033970404823,-1.6928239988252753,0.7918475201570394,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,ImationÊ8gb Micro Traveldrive Usb 2.0ÊFlash Drive,6,2016,0,-0.45434737861908914,-0.23582450024123466,-0.7566434880210966,-0.8043033970404823,-1.6928239988252753,-0.0362245288379681,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,6,2016,1,-0.4075360399202192,-0.10193762643212967,0.2121533166836726,0.09457366754129916,-1.6928239988252753,0.472927879665719,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62,CA-2016-111682,2016-06-17,2016-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,6,2016,0,-0.5245491881808035,-0.26103975897423104,-0.7566434880210966,-1.253741929331373,-1.6928239988252753,0.5399660598399086,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63,CA-2015-135545,2015-11-24,2015-11-30,KM-16720,Kunst Miller,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",11,2015,0,-0.49492733781583687,-0.20659940036338134,-0.7566434880210966,-0.8043033970404823,1.1684402151274713,0.7023262175629845,0.0,0.0,1.0,0.0,0.0,1.0,0.0
64,CA-2015-135545,2015-11-24,2015-11-30,KM-16720,Kunst Miller,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",11,2015,1,-0.4649255252861065,-0.1736965627483739,0.2121533166836726,0.9934507321230805,1.1684402151274713,0.5288786937870033,0.0,0.0,1.0,0.0,0.0,0.0,1.0
65,CA-2015-135545,2015-11-24,2015-11-30,KM-16720,Kunst Miller,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,11,2015,0,-0.1586608220000908,0.4372291809419412,-0.7566434880210966,-0.35486486474959156,1.1684402151274713,0.7694671945085256,0.0,0.0,1.0,0.0,0.0,0.0,1.0
66,CA-2015-135545,2015-11-24,2015-11-30,KM-16720,Kunst Miller,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,11,2015,0,-0.32830126316152586,-0.04073629844718063,-0.7566434880210966,0.09457366754129916,1.1684402151274713,0.344241007186765,0.0,0.0,1.0,0.0,0.0,0.0,1.0
67,US-2015-164175,2015-04-30,2015-05-05,PS-18970,Paul Stevenson,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",4,2015,1,0.009497766718766532,-0.42568207336396835,0.6965517190360571,0.5440121998321898,0.596187372336922,-0.4422675798895741,0.0,0.0,1.0,0.0,1.0,0.0,0.0
68,CA-2014-106376,2014-12-05,2014-12-10,BS-11590,Brendan Sweed,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",12,2014,1,2.289040244920139,0.8712114590207838,0.2121533166836726,1.892327796704862,0.596187372336922,-0.05860485448648177,0.0,0.0,1.0,1.0,0.0,0.0,0.0
69,CA-2014-106376,2014-12-05,2014-12-10,BS-11590,Brendan Sweed,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,12,2014,1,-0.10486324563176826,0.37598377750473533,0.2121533166836726,0.09457366754129916,0.596187372336922,0.5568541008476454,0.0,0.0,1.0,1.0,0.0,0.0,1.0
